Week Ending,Show,Theatre,Weekly Gross,Seats Sold,Performances
2016-03-06,The Book of Mormon,Eugene O'Neill Theatre,1278459.0,8740,8
2016-03-06,The Color Purple,Bernard B. Jacobs Theatre,722487.47,7039,8
2016-03-06,The Crucible,Walter Kerr Theatre,475356.54,4881,6
2016-03-06,The Curious Incident of the Dog in the Night-Time,Ethel Barrymore Theatre,400959.82,5171,8
2016-03-06,The Humans,Gerald Schoenfeld Theatre,354972.5,4024,8
2016-03-06,The King and I,Vivian Beaumont Theater,470168.0,5396,8
2016-03-06,The Lion King,Minskoff Theatre,1461331.0,13289,8
2016-03-06,The Phantom of the Opera,Majestic Theatre,552228.61,6740,8
2016-03-06,Wicked,Gershwin Theatre,1337007.0,12268,8
2016-03-13,Aladdin,New Amsterdam Theatre,1325184.0,13639,8
2016-03-13,An American in Paris,Palace Theatre,856834.5,9329,8
2016-03-13,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,918574.6,7888,8
2016-03-13,Blackbird,Belasco Theatre,411983.5,6519,8
2016-03-13,Bright Star,Cort Theatre,301410.0,6481,8
2016-03-13,Chicago,Ambassador Theatre,469187.73,6010,8
2016-03-13,Disaster!,Nederlander Theatre,318847.0,5729,8
2016-03-13,Eclipsed,John Golden Theatre,421318.5,5690,8
2016-03-13,Fiddler on the Roof,Broadway Theatre,888243.0,10125,8
2016-03-13,Finding Neverland,Lunt-Fontanne Theatre,659099.0,8500,8
2016-03-13,Fun Home,Circle in the Square Theatre,466330.5,5371,8
2016-03-13,Hamilton,Richard Rodgers Theatre,1758555.0,10756,8
2016-03-13,Hughie,Booth Theatre,295799.8,4083,8
2016-03-13,Jersey Boys,August Wilson Theatre,564024.57,6387,8
2016-03-13,Kinky Boots,Al Hirschfeld Theatre,844213.5,8630,8
2016-03-13,Les Miserables,Imperial Theatre,698731.33,8945,8
2016-03-13,Matilda The Musical,Sam S. Shubert Theatre,683263.33,8745,8
2016-03-13,Noises Off,American Airlines Theatre,557403.5,5999,8
2016-03-13,On Your Feet!,Marquis Theatre,973701.5,9308,8
2016-03-13,School of Rock - The Musical,Winter Garden Theatre,900072.3,10058,8
2016-03-13,She Loves Me,Studio 54,409090.5,7360,8
2016-03-13,Something Rotten!,St. James Theatre,765480.5,9167,8
2016-03-13,The Book of Mormon,Eugene O'Neill Theatre,1353456.09,8744,8
2016-03-13,The Color Purple,Bernard B. Jacobs Theatre,742915.98,7168,8
2016-03-13,The Crucible,Walter Kerr Theatre,583708.96,6177,7
2016-03-13,The Curious Incident of the Dog in the Night-Time,Ethel Barrymore Theatre,444027.47,5791,8
2016-03-13,The Humans,Gerald Schoenfeld Theatre,380139.5,4250,8
2016-03-13,The King and I,Vivian Beaumont Theater,633677.0,6646,8
2016-03-13,The Lion King,Minskoff Theatre,1708789.0,13413,8
2016-03-13,The Phantom of the Opera,Majestic Theatre,723465.52,8615,8
2016-03-13,Wicked,Gershwin Theatre,1662470.0,14103,8
2016-03-20,Aladdin,New Amsterdam Theatre,1570188.5,13808,8
2016-03-20,An American in Paris,Palace Theatre,832227.0,9320,8
2016-03-20,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,888029.2,7581,8
2016-03-20,Blackbird,Belasco Theatre,483634.5,6420,8
2016-03-20,Bright Star,Cort Theatre,312937.0,7244,8
2016-03-20,Chicago,Ambassador Theatre,574676.03,6914,8
2016-03-20,Disaster!,Nederlander Theatre,387741.5,5843,8
2016-03-20,Eclipsed,John Golden Theatre,419842.04,5285,8
2016-03-20,Fiddler on the Roof,Broadway Theatre,961474.3,10987,8
2016-03-20,Finding Neverland,Lunt-Fontanne Theatre,825077.0,10041,8
2016-03-20,Fun Home,Circle in the Square Theatre,504605.55,5608,8
2016-03-20,Hamilton,Richard Rodgers Theatre,1740104.0,10753,8
2016-03-20,Hughie,Booth Theatre,282706.0,4217,8
2016-03-20,Jersey Boys,August Wilson Theatre,636123.47,7255,8
2016-03-20,Kinky Boots,Al Hirschfeld Theatre,903527.5,9266,8
2016-03-20,Les Miserables,Imperial Theatre,874255.0,10650,8
2016-03-20,Matilda The Musical,Sam S. Shubert Theatre,939958.58,10972,8
2016-03-20,On Your Feet!,Marquis Theatre,934149.2,8907,8
2016-03-20,School of Rock - The Musical,Winter Garden Theatre,1072497.2,11115,8
2016-03-20,She Loves Me,Studio 54,505150.0,7833,8
2016-03-20,"Shuffle Along, or the Making of the Musical Sensation of 1921 and All That Followed",Music Box Theatre,640453.2,5660,6
2016-03-20,Something Rotten!,St. James Theatre,891778.0,10798,8
2016-03-20,The Book of Mormon,Eugene O'Neill Theatre,1367887.63,8738,8
2016-03-20,The Color Purple,Bernard B. Jacobs Theatre,768846.2,7439,8
2016-03-20,The Crucible,Walter Kerr Theatre,659753.0,7187,8
2016-03-20,The Curious Incident of the Dog in the Night-Time,Ethel Barrymore Theatre,529467.7,6812,8
2016-03-20,The Humans,Gerald Schoenfeld Theatre,390852.5,4305,8
2016-03-20,The King and I,Vivian Beaumont Theater,773089.0,7310,8
2016-03-20,The Lion King,Minskoff Theatre,2044101.0,13554,8
2016-03-20,The Phantom of the Opera,Majestic Theatre,981647.11,11072,8
2016-03-20,Wicked,Gershwin Theatre,1934807.0,15226,8
2016-03-27,Aladdin,New Amsterdam Theatre,2127857.0,15519,9
2016-03-27,American Psycho,Gerald Schoenfeld Theatre,365185.7,4056,4
2016-03-27,An American in Paris,Palace Theatre,968216.0,11012,8
2016-03-27,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,872073.6,7628,8
2016-03-27,Blackbird,Belasco Theatre,475195.5,6223,8
2016-03-27,Bright Star,Cort Theatre,384715.9,7969,8
2016-03-27,Chicago,Ambassador Theatre,723790.75,7974,8
2016-03-27,Disaster!,Nederlander Theatre,473885.4,5898,8
2016-03-27,Eclipsed,John Golden Theatre,318920.0,4027,8
2016-03-27,Fiddler on the Roof,Broadway Theatre,1126634.01,11201,8
2016-03-27,Finding Neverland,Lunt-Fontanne Theatre,1009392.0,9916,8
2016-03-27,Fun Home,Circle in the Square Theatre,520362.7,5672,8
2016-03-27,Hamilton,Richard Rodgers Theatre,1719570.0,10755,8
2016-03-27,Hughie,Booth Theatre,278658.3,4583,8
2016-03-27,Jersey Boys,August Wilson Theatre,713574.4,8066,8
2016-03-27,Kinky Boots,Al Hirschfeld Theatre,1009622.95,10100,8
2016-03-27,Les Miserables,Imperial Theatre,1015671.8,11052,8
2016-03-27,Matilda The Musical,Sam S. Shubert Theatre,1237341.4,11393,8
2016-03-27,On Your Feet!,Marquis Theatre,992095.9,9607,8
2016-03-27,School of Rock - The Musical,Winter Garden Theatre,1323673.0,12130,8
2016-03-27,She Loves Me,Studio 54,590841.8,7830,8
2016-03-27,"Shuffle Along, or the Making of the Musical Sensation of 1921 and All That Followed",Music Box Theatre,358845.0,2889,3
2016-03-27,Something Rotten!,St. James Theatre,1011003.5,11842,8
2016-03-27,The Book of Mormon,Eugene O'Neill Theatre,1414631.0,8751,8
2016-03-27,The Color Purple,Bernard B. Jacobs Theatre,819291.5,7668,8
2016-03-27,The Crucible,Walter Kerr Theatre,651186.0,7233,8
2016-03-27,The Curious Incident of the Dog in the Night-Time,Ethel Barrymore Theatre,554596.5,7430,8
2016-03-27,The Father,Samuel J. Friedman Theatre,163744.4,3094,7
2016-03-27,The Humans,Gerald Schoenfeld Theatre,395819.5,4306,8
2016-03-27,The King and I,Vivian Beaumont Theater,928304.0,8252,8
2016-03-27,The Lion King,Minskoff Theatre,2629844.0,15236,9
2016-03-27,The Phantom of the Opera,Majestic Theatre,1352185.94,12085,8
2016-03-27,Waitress,Brooks Atkinson Theatre,425830.0,3171,3
2016-03-27,Wicked,Gershwin Theatre,2532613.0,16940,9
2016-04-03,Aladdin,New Amsterdam Theatre,1850963.0,13760,8
2016-04-03,American Psycho,Gerald Schoenfeld Theatre,506263.97,6997,7
2016-04-03,An American in Paris,Palace Theatre,895565.0,10840,8
2016-04-03,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,920855.76,7585,8
2016-04-03,Blackbird,Belasco Theatre,443328.5,5685,8
2016-04-03,Bright Star,Cort Theatre,421067.0,6141,8
2016-04-03,Chicago,Ambassador Theatre,618024.3,7115,8
2016-04-03,Disaster!,Nederlander Theatre,379443.5,5058,8
2016-04-03,Eclipsed,John Golden Theatre,333299.5,4336,8
2016-04-03,Fiddler on the Roof,Broadway Theatre,994179.0,11224,8
2016-04-03,Finding Neverland,Lunt-Fontanne Theatre,924656.5,10659,8
2016-04-03,Fully Committed,Lyceum Theatre,210547.05,2809,4
2016-04-03,Fun Home,Circle in the Square Theatre,481015.9,5241,8
2016-04-03,Hamilton,Richard Rodgers Theatre,1822594.0,10752,8
2016-04-03,Jersey Boys,August Wilson Theatre,697678.5,7950,8
2016-04-03,Kinky Boots,Al Hirschfeld Theatre,784339.0,8343,8
2016-04-03,Les Miserables,Imperial Theatre,885389.2,10213,8
2016-04-03,Long Day's Journey Into Night,American Airlines Theatre,66284.1,700,1
2016-04-03,Matilda The Musical,Sam S. Shubert Theatre,1112189.47,10741,8
2016-04-03,On Your Feet!,Marquis Theatre,1066513.9,10180,8
2016-04-03,School of Rock - The Musical,Winter Garden Theatre,1336781.3,11941,8
2016-04-03,She Loves Me,Studio 54,598893.8,7374,8
2016-04-03,"Shuffle Along, or the Making of the Musical Sensation of 1921 and All That Followed",Music Box Theatre,235617.0,1926,2
2016-04-03,Something Rotten!,St. James Theatre,912883.5,11144,8
2016-04-03,The Book of Mormon,Eugene O'Neill Theatre,1340418.0,8704,8
2016-04-03,The Color Purple,Bernard B. Jacobs Theatre,757239.8,7549,8
2016-04-03,The Crucible,Walter Kerr Theatre,597428.5,7304,8
2016-04-03,The Curious Incident of the Dog in the Night-Time,Ethel Barrymore Theatre,548531.05,7191,8
2016-04-03,The Father,Samuel J. Friedman Theatre,214587.4,3722,8
2016-04-03,The Humans,Gerald Schoenfeld Theatre,389221.5,4262,8
2016-04-03,The King and I,Vivian Beaumont Theater,832143.0,7541,8
2016-04-03,The Lion King,Minskoff Theatre,2289548.0,13566,8
2016-04-03,The Phantom of the Opera,Majestic Theatre,1148699.16,10705,8
2016-04-03,Tuck Everlasting,Broadhurst Theatre,263150.15,4242,4
2016-04-03,Waitress,Brooks Atkinson Theatre,834272.4,7315,7
2016-04-03,Wicked,Gershwin Theatre,2215826.0,15018,8
2016-04-10,Aladdin,New Amsterdam Theatre,1494138.5,13507,8
2016-04-10,American Psycho,Gerald Schoenfeld Theatre,472563.39,6841,7
2016-04-10,An American in Paris,Palace Theatre,900005.5,10212,8
2016-04-10,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,882474.32,7203,8
2016-04-10,Blackbird,Belasco Theatre,433038.36,5443,8
2016-04-10,Bright Star,Cort Theatre,391861.0,5600,8
2016-04-10,Chicago,Ambassador Theatre,494895.55,6189,8
2016-04-10,Disaster!,Nederlander Theatre,291351.0,4420,8
2016-04-10,Eclipsed,John Golden Theatre,281598.5,3954,8
2016-04-10,Fiddler on the Roof,Broadway Theatre,770571.6,8606,8
2016-04-10,Finding Neverland,Lunt-Fontanne Theatre,610077.0,7790,8
2016-04-10,Fully Committed,Lyceum Theatre,386498.4,5372,8
2016-04-10,Fun Home,Circle in the Square Theatre,418140.4,5102,8
2016-04-10,Hamilton,Richard Rodgers Theatre,1813655.0,10754,8
2016-04-10,Jersey Boys,August Wilson Theatre,495097.88,5712,8
2016-04-10,Kinky Boots,Al Hirschfeld Theatre,626625.67,6744,8
2016-04-10,Les Miserables,Imperial Theatre,689608.0,8589,8
2016-04-10,Long Day's Journey Into Night,American Airlines Theatre,356645.5,4573,7
2016-04-10,Matilda The Musical,Sam S. Shubert Theatre,807649.39,9796,8
2016-04-10,On Your Feet!,Marquis Theatre,864813.0,8577,8
2016-04-10,School of Rock - The Musical,Winter Garden Theatre,993584.31,10165,8
2016-04-10,She Loves Me,Studio 54,492102.2,6094,8
2016-04-10,"Shuffle Along, or the Making of the Musical Sensation of 1921 and All That Followed",Music Box Theatre,766912.2,6719,7
2016-04-10,Something Rotten!,St. James Theatre,688616.0,8247,8
2016-04-10,The Book of Mormon,Eugene O'Neill Theatre,1322498.0,8728,8
2016-04-10,The Color Purple,Bernard B. Jacobs Theatre,694144.74,6832,8
2016-04-10,The Crucible,Walter Kerr Theatre,688298.5,6760,8
2016-04-10,The Curious Incident of the Dog in the Night-Time,Ethel Barrymore Theatre,425606.45,5616,8
2016-04-10,The Father,Samuel J. Friedman Theatre,243635.6,4596,8
2016-04-10,The Humans,Gerald Schoenfeld Theatre,390555.0,4271,8
2016-04-10,The King and I,Vivian Beaumont Theater,918970.0,7687,8
2016-04-10,The Lion King,Minskoff Theatre,1996041.0,13452,8
2016-04-10,The Phantom of the Opera,Majestic Theatre,910452.71,10912,8
2016-04-10,Tuck Everlasting,Broadhurst Theatre,324492.6,6726,7
2016-04-10,Waitress,Brooks Atkinson Theatre,880302.9,8356,8
2016-04-10,Wicked,Gershwin Theatre,1676579.0,14143,8
2016-04-17,Aladdin,New Amsterdam Theatre,1451714.0,13436,8
2016-04-17,American Psycho,Gerald Schoenfeld Theatre,505916.8,6480,7
2016-04-17,An American in Paris,Palace Theatre,930052.0,10161,8
2016-04-17,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,927363.06,7642,8
2016-04-17,Blackbird,Belasco Theatre,414555.5,5064,8
2016-04-17,Bright Star,Cort Theatre,420689.5,5898,8
2016-04-17,Chicago,Ambassador Theatre,509670.87,6337,8
2016-04-17,Cirque du Soleil Paramour,Lyric Theatre,190773.6,1897,1
2016-04-17,Disaster!,Nederlander Theatre,287222.0,4390,8
2016-04-17,Eclipsed,John Golden Theatre,303683.5,4338,8
2016-04-17,Fiddler on the Roof,Broadway Theatre,747625.8,8512,8
2016-04-17,Finding Neverland,Lunt-Fontanne Theatre,571983.0,7963,8
2016-04-17,Fully Committed,Lyceum Theatre,387494.0,5137,8
2016-04-17,Fun Home,Circle in the Square Theatre,416678.1,4972,8
2016-04-17,Hamilton,Richard Rodgers Theatre,1678620.0,10732,8
2016-04-17,Jersey Boys,August Wilson Theatre,525127.27,5810,8
2016-04-17,Kinky Boots,Al Hirschfeld Theatre,683089.5,7341,8
2016-04-17,Les Miserables,Imperial Theatre,652782.79,8098,8
2016-04-17,Long Day's Journey Into Night,American Airlines Theatre,375708.7,4871,7
2016-04-17,Matilda The Musical,Sam S. Shubert Theatre,774996.87,9529,8
2016-04-17,On Your Feet!,Marquis Theatre,883615.9,8573,8
2016-04-17,School of Rock - The Musical,Winter Garden Theatre,1022302.33,10185,8
2016-04-17,She Loves Me,Studio 54,573940.9,6934,8
2016-04-17,"Shuffle Along, or the Making of the Musical Sensation of 1921 and All That Followed",Music Box Theatre,872205.24,7689,8
2016-04-17,Something Rotten!,St. James Theatre,681402.0,8402,8
2016-04-17,The Book of Mormon,Eugene O'Neill Theatre,1343502.0,8696,8
2016-04-17,The Color Purple,Bernard B. Jacobs Theatre,696493.1,6752,8
2016-04-17,The Crucible,Walter Kerr Theatre,705804.9,7160,8
2016-04-17,The Curious Incident of the Dog in the Night-Time,Ethel Barrymore Theatre,424175.05,5799,8
2016-04-17,The Father,Samuel J. Friedman Theatre,226272.4,4548,8
2016-04-17,The Humans,Gerald Schoenfeld Theatre,394295.5,4210,8
2016-04-17,The King and I,Vivian Beaumont Theater,1013157.0,8083,8
2016-04-17,The Lion King,Minskoff Theatre,1939509.0,13402,8
2016-04-17,The Phantom of the Opera,Majestic Theatre,755681.6,8793,8
2016-04-17,Tuck Everlasting,Broadhurst Theatre,339031.1,7338,8
2016-04-17,Waitress,Brooks Atkinson Theatre,937590.2,8405,8
2016-04-17,Wicked,Gershwin Theatre,1612361.0,13637,8
2016-04-24,Aladdin,New Amsterdam Theatre,1433166.5,13590,8
2016-04-24,American Psycho,Gerald Schoenfeld Theatre,534223.7,7722,8
2016-04-24,An American in Paris,Palace Theatre,860974.5,9294,8
2016-04-24,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,904295.6,7507,8
2016-04-24,Blackbird,Belasco Theatre,371241.36,5194,8
2016-04-24,Bright Star,Cort Theatre,357812.0,5328,8
2016-04-24,Chicago,Ambassador Theatre,515331.98,6182,8
2016-04-24,Cirque du Soleil Paramour,Lyric Theatre,1018941.65,10623,6
2016-04-24,Disaster!,Nederlander Theatre,247941.0,3995,8
2016-04-24,Eclipsed,John Golden Theatre,233636.0,3500,8
2016-04-24,Fiddler on the Roof,Broadway Theatre,718586.45,8439,8
2016-04-24,Finding Neverland,Lunt-Fontanne Theatre,612034.0,8056,8
2016-04-24,Fully Committed,Lyceum Theatre,364745.85,5934,8
2016-04-24,Fun Home,Circle in the Square Theatre,398484.6,5013,8
2016-04-24,Hamilton,Richard Rodgers Theatre,1813024.0,10753,8
2016-04-24,Jersey Boys,August Wilson Theatre,531075.67,5780,8
2016-04-24,Kinky Boots,Al Hirschfeld Theatre,665836.71,6975,8
2016-04-24,Les Miserables,Imperial Theatre,651150.0,7898,8
2016-04-24,Long Day's Journey Into Night,American Airlines Theatre,389106.7,4926,7
2016-04-24,Matilda The Musical,Sam S. Shubert Theatre,794696.57,9651,8
2016-04-24,On Your Feet!,Marquis Theatre,831705.0,8332,8
2016-04-24,School of Rock - The Musical,Winter Garden Theatre,991893.41,10293,8
2016-04-24,She Loves Me,Studio 54,542519.7,6373,8
2016-04-24,"Shuffle Along, or the Making of the Musical Sensation of 1921 and All That Followed",Music Box Theatre,809032.88,7211,8
2016-04-24,Something Rotten!,St. James Theatre,690564.45,8975,8
2016-04-24,The Book of Mormon,Eugene O'Neill Theatre,1325464.69,8706,8
2016-04-24,The Color Purple,Bernard B. Jacobs Theatre,769764.91,7306,8
2016-04-24,The Crucible,Walter Kerr Theatre,672860.0,6967,8
2016-04-24,The Curious Incident of the Dog in the Night-Time,Ethel Barrymore Theatre,384461.9,5185,8
2016-04-24,The Father,Samuel J. Friedman Theatre,258848.2,3815,8
2016-04-24,The Humans,Gerald Schoenfeld Theatre,378045.0,4157,8
2016-04-24,The King and I,Vivian Beaumont Theater,553790.0,6787,8
2016-04-24,The Lion King,Minskoff Theatre,1995760.0,13477,8
2016-04-24,The Phantom of the Opera,Majestic Theatre,761146.76,9196,8
2016-04-24,Tuck Everlasting,Broadhurst Theatre,332230.46,7621,8
2016-04-24,Waitress,Brooks Atkinson Theatre,746871.2,8419,8
2016-04-24,Wicked,Gershwin Theatre,1660014.0,13810,8
2016-05-01,Aladdin,New Amsterdam Theatre,1494979.0,13775,8
2016-05-01,American Psycho,Gerald Schoenfeld Theatre,597188.05,7247,8
2016-05-01,An American in Paris,Palace Theatre,938049.5,10337,8
2016-05-01,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,996237.0,7935,8
2016-05-01,Blackbird,Belasco Theatre,417680.0,5756,8
2016-05-01,Bright Star,Cort Theatre,369470.5,5184,8
2016-05-01,Chicago,Ambassador Theatre,524120.0,6349,8
2016-05-01,Cirque du Soleil Paramour,Lyric Theatre,1065771.3,11043,6
2016-05-01,Disaster!,Nederlander Theatre,264032.0,4793,8
2016-05-01,Eclipsed,John Golden Theatre,269110.0,3588,8
2016-05-01,Fiddler on the Roof,Broadway Theatre,854640.4,10073,8
2016-05-01,Finding Neverland,Lunt-Fontanne Theatre,583983.5,7418,8
2016-05-01,Fully Committed,Lyceum Theatre,377270.0,5606,8
2016-05-01,Fun Home,Circle in the Square Theatre,416281.7,5272,8
2016-05-01,Hamilton,Richard Rodgers Theatre,1818758.0,10754,8
2016-05-01,Jersey Boys,August Wilson Theatre,553984.15,6099,8
2016-05-01,Kinky Boots,Al Hirschfeld Theatre,714405.44,7649,8
2016-05-01,Les Miserables,Imperial Theatre,662705.03,8266,8
2016-05-01,Long Day's Journey Into Night,American Airlines Theatre,344594.4,4954,7
2016-05-01,Matilda The Musical,Sam S. Shubert Theatre,760350.62,9030,8
2016-05-01,On Your Feet!,Marquis Theatre,969147.0,9391,8
2016-05-01,School of Rock - The Musical,Winter Garden Theatre,1003657.3,10496,8
2016-05-01,She Loves Me,Studio 54,610887.2,7278,8
2016-05-01,"Shuffle Along, or the Making of the Musical Sensation of 1921 and All That Followed",Music Box Theatre,708267.44,7647,8
2016-05-01,Something Rotten!,St. James Theatre,695800.19,8838,8
2016-05-01,The Book of Mormon,Eugene O'Neill Theatre,1332910.0,8712,8
2016-05-01,The Color Purple,Bernard B. Jacobs Theatre,879248.44,8245,8
2016-05-01,The Crucible,Walter Kerr Theatre,648902.0,6843,8
2016-05-01,The Curious Incident of the Dog in the Night-Time,Ethel Barrymore Theatre,413167.35,5831,8
2016-05-01,The Father,Samuel J. Friedman Theatre,294222.0,3463,8
2016-05-01,The Humans,Gerald Schoenfeld Theatre,412928.5,4271,8
2016-05-01,The King and I,Vivian Beaumont Theater,621885.0,7286,8
2016-05-01,The Lion King,Minskoff Theatre,1950539.0,13567,8
2016-05-01,The Phantom of the Opera,Majestic Theatre,892751.5,10623,8
2016-05-01,Tuck Everlasting,Broadhurst Theatre,340151.9,7198,8
2016-05-01,Waitress,Brooks Atkinson Theatre,907936.4,8428,8
2016-05-01,Wicked,Gershwin Theatre,1625910.0,13753,8
2016-05-08,Aladdin,New Amsterdam Theatre,1397673.5,13549,8
2016-05-08,American Psycho,Gerald Schoenfeld Theatre,492702.95,6341,8
2016-05-08,An American in Paris,Palace Theatre,842148.0,9494,8
2016-05-08,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,926724.5,7405,8
2016-05-08,Blackbird,Belasco Theatre,408567.0,5470,8
2016-05-08,Bright Star,Cort Theatre,416362.0,5716,8
2016-05-08,Chicago,Ambassador Theatre,550045.25,6533,8
2016-05-08,Cirque du Soleil Paramour,Lyric Theatre,1074995.7,11443,7
2016-05-08,Disaster!,Nederlander Theatre,387184.22,5945,8
2016-05-08,Eclipsed,John Golden Theatre,329271.32,4246,8
2016-05-08,Fiddler on the Roof,Broadway Theatre,754291.4,8712,8
2016-05-08,Finding Neverland,Lunt-Fontanne Theatre,527545.0,6903,8
2016-05-08,Fully Committed,Lyceum Theatre,385641.5,4995,8
2016-05-08,Fun Home,Circle in the Square Theatre,415694.2,5117,8
2016-05-08,Hamilton,Richard Rodgers Theatre,1833473.0,10754,8
2016-05-08,Jersey Boys,August Wilson Theatre,520424.78,5701,8
2016-05-08,Kinky Boots,Al Hirschfeld Theatre,677547.0,7146,8
2016-05-08,Les Miserables,Imperial Theatre,622686.93,7901,8
2016-05-08,Long Day's Journey Into Night,American Airlines Theatre,433606.2,5047,7
2016-05-08,Matilda The Musical,Sam S. Shubert Theatre,675744.45,8697,8
2016-05-08,On Your Feet!,Marquis Theatre,959447.4,9619,8
2016-05-08,School of Rock - The Musical,Winter Garden Theatre,816811.0,9472,8
2016-05-08,She Loves Me,Studio 54,619968.8,7138,8
2016-05-08,"Shuffle Along, or the Making of the Musical Sensation of 1921 and All That Followed",Music Box Theatre,924352.43,7771,8
2016-05-08,Something Rotten!,St. James Theatre,565473.0,7108,8
2016-05-08,The Book of Mormon,Eugene O'Neill Theatre,1289782.0,8692,8
2016-05-08,The Color Purple,Bernard B. Jacobs Theatre,967351.8,8330,8
2016-05-08,The Crucible,Walter Kerr Theatre,618330.5,6590,8
2016-05-08,The Curious Incident of the Dog in the Night-Time,Ethel Barrymore Theatre,359123.55,4944,8
2016-05-08,The Father,Samuel J. Friedman Theatre,257203.3,3574,8
2016-05-08,The Humans,Gerald Schoenfeld Theatre,432743.5,4136,8
2016-05-08,The King and I,Vivian Beaumont Theater,567326.0,6515,8
2016-05-08,The Lion King,Minskoff Theatre,2007738.0,13489,8
2016-05-08,The Phantom of the Opera,Majestic Theatre,803455.65,9474,8
2016-05-08,Tuck Everlasting,Broadhurst Theatre,282910.7,6009,8
2016-05-08,Waitress,Brooks Atkinson Theatre,960477.4,8375,8
2016-05-08,Wicked,Gershwin Theatre,1474349.0,12691,8
2016-05-15,Aladdin,New Amsterdam Theatre,1377959.5,13238,8
2016-05-15,American Psycho,Gerald Schoenfeld Theatre,528127.05,6663,8
2016-05-15,An American in Paris,Palace Theatre,864098.0,9276,8
2016-05-15,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,939456.2,7725,8
2016-05-15,Blackbird,Belasco Theatre,424525.0,5541,8
2016-05-15,Bright Star,Cort Theatre,477058.0,6422,8
2016-05-15,Chicago,Ambassador Theatre,516920.33,6260,8
2016-05-15,Cirque du Soleil Paramour,Lyric Theatre,464021.2,6169,4
2016-05-15,Eclipsed,John Golden Theatre,291496.94,3855,8
2016-05-15,Fiddler on the Roof,Broadway Theatre,808836.55,9684,8
2016-05-15,Finding Neverland,Lunt-Fontanne Theatre,475047.5,6221,8
2016-05-15,Fully Committed,Lyceum Theatre,419040.0,5239,8
2016-05-15,Fun Home,Circle in the Square Theatre,385206.8,5009,8
2016-05-15,Hamilton,Richard Rodgers Theatre,1686168.0,10736,8
2016-05-15,Jersey Boys,August Wilson Theatre,570231.5,6069,8
2016-05-15,Kinky Boots,Al Hirschfeld Theatre,731461.63,7896,8
2016-05-15,Les Miserables,Imperial Theatre,652693.63,8036,8
2016-05-15,Long Day's Journey Into Night,American Airlines Theatre,441296.4,5058,7
2016-05-15,Matilda The Musical,Sam S. Shubert Theatre,591874.32,7997,8
2016-05-15,On Your Feet!,Marquis Theatre,1016013.8,9691,8
2016-05-15,School of Rock - The Musical,Winter Garden Theatre,847398.5,9134,8
2016-05-15,She Loves Me,Studio 54,622688.0,7184,8
2016-05-15,"Shuffle Along, or the Making of the Musical Sensation of 1921 and All That Followed",Music Box Theatre,957143.46,7822,8
2016-05-15,Something Rotten!,St. James Theatre,645190.5,7640,8
2016-05-15,The Book of Mormon,Eugene O'Neill Theatre,1341902.0,8731,8
2016-05-15,The Color Purple,Bernard B. Jacobs Theatre,604552.0,6976,8
2016-05-15,The Crucible,Walter Kerr Theatre,621742.5,6597,8
2016-05-15,The Curious Incident of the Dog in the Night-Time,Ethel Barrymore Theatre,388809.36,5257,8
2016-05-15,The Father,Samuel J. Friedman Theatre,304078.1,4041,8
2016-05-15,The Humans,Gerald Schoenfeld Theatre,462084.0,4288,8
2016-05-15,The King and I,Vivian Beaumont Theater,542874.0,5975,8
2016-05-15,The Lion King,Minskoff Theatre,1651070.0,11384,7
2016-05-15,The Phantom of the Opera,Majestic Theatre,832885.73,9788,8
2016-05-15,Tuck Everlasting,Broadhurst Theatre,326097.45,5550,8
2016-05-15,Waitress,Brooks Atkinson Theatre,981313.4,8453,8
2016-05-15,Wicked,Gershwin Theatre,1478453.0,13157,8
2016-05-22,Aladdin,New Amsterdam Theatre,1474529.5,13715,8
2016-05-22,American Psycho,Gerald Schoenfeld Theatre,565106.5,6965,8
2016-05-22,An American in Paris,Palace Theatre,966671.5,10909,8
2016-05-22,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,1003593.5,8139,8
2016-05-22,Blackbird,Belasco Theatre,434330.0,6009,8
2016-05-22,Bright Star,Cort Theatre,492566.0,7112,8
2016-05-22,Chicago,Ambassador Theatre,578947.73,7231,8
2016-05-22,Cirque du Soleil Paramour,Lyric Theatre,907800.25,9213,5
2016-05-22,Eclipsed,John Golden Theatre,332255.0,4646,8
2016-05-22,Fiddler on the Roof,Broadway Theatre,809895.55,9870,8
2016-05-22,Finding Neverland,Lunt-Fontanne Theatre,570764.0,8876,8
2016-05-22,Fully Committed,Lyceum Theatre,426562.31,5321,8
2016-05-22,Fun Home,Circle in the Square Theatre,424225.2,5104,8
2016-05-22,Hamilton,Richard Rodgers Theatre,1764808.0,10755,8
2016-05-22,Jersey Boys,August Wilson Theatre,584273.0,6492,8
2016-05-22,Kinky Boots,Al Hirschfeld Theatre,796051.5,8470,8
